FYEAR,DLRSN,CUSIP,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
1999,       0,00990510,0.506660081,1.066149158,0.525199222,-0.098171054,-0.434348282,-0.98467222,0.360249967,0.583471855,-0.009448528,0.101123349
1999,       0,01019610,0.824099078,-2.241779108,-2.064231759,0.339524088,-0.80121462,-0.613861649,0.014868262,-2.208174586,-0.744276003,0.0728498
1999,       0,01019820,0.070905685,0.39602807,0.416287838,-0.337872202,0.278953774,0.445809316,-0.448159325,0.452740042,2.145120102,2.216344754
1999,       0,01019930,-0.611723303,0.038686443,0.548044794,-0.338425758,-0.020261455,0.931829573,-0.729935896,0.227080567,2.157735861,2.409690766
1999,       0,01023E10,-1.174148961,-0.018846541,0.702039454,-0.38559883,1.960801558,1.438888114,-0.857305686,0.825652911,0.393174003,-0.205204432
1999,       0,01131110,1.186679447,0.862641749,0.519997443,-0.170062978,0.126745542,-1.051237946,1.529185489,0.41849252,0.409992945,0.206704207
1999,       0,01161260,0.321717157,-2.241779108,-0.092035053,-0.065379733,-0.395930335,-1.250367494,0.660928886,0.213021865,-0.865149929,-1.071089916
1999,       0,01165910,-0.801614175,0.507534406,0.431074854,-0.381936665,-0.298004725,0.135647148,-0.809011556,0.521550589,1.388189163,1.198107499
1999,       0,01167P10,-0.414764773,0.073948096,0.030398201,-0.391901474,-1.145176534,0.631589106,-0.002538294,-0.06499836,0.446453879,0.82931415
1999,       0,01234810,0.135070141,0.339731399,0.334345949,-0.395331628,-0.649246028,0.618478103,0.197227661,0.280421869,0.998089541,0.89843731
1999,       0,01242310,0.507633699,0.627169402,1.394559736,4.988803054,-0.849186777,-1.438612606,2.704096495,1.145835374,-0.165757789,0.87218681
1999,       0,01265310,-0.068936241,0.897159031,0.692360073,-0.306138196,-0.375466495,-0.132245574,0.020557671,0.72986975,1.031090771,1.177933796
1999,       0,01307810,0.092074053,0.956297125,0.644145178,-0.294440914,0.50986071,-0.027981963,-0.299004096,0.596108193,1.367456481,1.343976018
1999,       0,01381710,-0.408668871,0.673213883,0.568733624,-0.217170135,-0.296349489,0.047427175,-0.46610832,0.52289387,2.179175451,2.4845845
1985,       1,01390020,-1.006911057,-0.273823481,-1.044903625,-0.427117541,-0.36401366,-0.823313614,-0.968564299,-0.689662481,-1.042163913,-2.213994822
